2552,119 ,,,,,,,,,
2612,119 ,,,,,,,,,
2711,119 ,,,,,,,,,
2903,119 ,,,,,,,,,
3004,119 ,,,,,,,,,
3105,119 ,,,,,,,,,
3125,119 ,,,,,,,,,
3221,119 ,,,,,,,,,
3334,119 ,,,,,,,,,
4011,119 ,,,,,,,,,
4474,119 ,,,,,,,,,
4477,119 ,,,,,,,,,
4486,119 ,,,,,,,,,
4512,119 ,,,,,,,,,
4884,119 ,,,,,,,,,
5013,119 ,,,,,,,,,
6321,119 ,,,,,,,,,
7411,119 ,,,,,,,,,
7856,119 ,,,,,,,,,
8411,119 ,,,,,,,,,
8765,119 ,,,,,,,,,
9797,119 ,,,,,,,,,
0351,118 ,,,,,,,,,
0730,118 ,,,,,,,,,
0999,118 ,,,,,,,,,
1033,118 ,,,,,,,,,
1035,118 ,,,,,,,,,
1036,118 ,,,,,,,,,
1038,118 ,,,,,,,,,
1143,118 ,,,,,,,,,
1162,118 ,,,,,,,,,
1242,118 ,,,,,,,,,
1286,118 ,,,,,,,,,
1306,118 ,,,,,,,,,
1328,118 ,,,,,,,,,
1400,118 ,,,,,,,,,
1405,118 ,,,,,,,,,
1428,118 ,,,,,,,,,
1431,118 ,,,,,,,,,
1444,118 ,,,,,,,,,
1486,118 ,,,,,,,,,
1508,118 ,,,,,,,,,
1540,118 ,,,,,,,,,
1545,118 ,,,,,,,,,
1589,118 ,,,,,,,,,
1597,118 ,,,,,,,,,
1599,118 ,,,,,,,,,
1612,118 ,,,,,,,,,
1624,118 ,,,,,,,,,
1703,118 ,,,,,,,,,
1804,118 ,,,,,,,,,
1811,118 ,,,,,,,,,
1924,118 ,,,,,,,,,
1934,118 ,,,,,,,,,
2025,118 ,,,,,,,,,
2106,118 ,,,,,,,,,
2115,118 ,,,,,,,,,
2136,118 ,,,,,,,,,
2225,118 ,,,,,,,,,
2229,118 ,,,,,,,,,
2231,118 ,,,,,,,,,
2300,118 ,,,,,,,,,
2305,118 ,,,,,,,,,
2309,118 ,,,,,,,,,
2318,118 ,,,,,,,,,
2325,118 ,,,,,,,,,
2331,118 ,,,,,,,,,
2404,118 ,,,,,,,,,
2406,118 ,,,,,,,,,
2417,118 ,,,,,,,,,
2504,118 ,,,,,,,,,
2520,118 ,,,,,,,,,
2589,118 ,,,,,,,,,
2710,118 ,,,,,,,,,
3121,118 ,,,,,,,,,
3250,118 ,,,,,,,,,
3303,118 ,,,,,,,,,
3320,118 ,,,,,,,,,
3325,118 ,,,,,,,,,
3658,118 ,,,,,,,,,
3721,118 ,,,,,,,,,
4433,118 ,,,,,,,,,
4523,118 ,,,,,,,,,
5115,118 ,,,,,,,,,
5233,118 ,,,,,,,,,
5456,118 ,,,,,,,,,
5544,118 ,,,,,,,,,
5881,118 ,,,,,,,,,
7117,118 ,,,,,,,,,
7123,118 ,,,,,,,,,
7778,118 ,,,,,,,,,
9413,118 ,,,,,,,,,
9583,118 ,,,,,,,,,
9630,118 ,,,,,,,,,
0072,117 ,,,,,,,,,
0584,117 ,,,,,,,,,
1037,117 ,,,,,,,,,
1067,117 ,,,,,,,,,
1174,117 ,,,,,,,,,
1198,117 ,,,,,,,,,
